,brand,nod,location,model,varient,fuel,year,transmission,km,price
3289,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"62,233 Kms","5,54,500"
3290,Maruti,1st Owner,New-Delhi,Baleno,1.2 Zeta,Petrol,2017,Manual,"42,924 Kms","5,44,500"
3291,Toyota,1st Owner,New-Delhi,Etios,VD,Diesel,2014,Manual,"57,513 Kms","4,38,500"
3292,Maruti,1st Owner,New-Delhi,Ciaz,VXi,Petrol,2016,Manual,"24,540 Kms","6,92,500"
3293,Ford,2nd Owner,New-Delhi,Ecosport,1.5 DV5 MT Titanium Optional,Diesel,2013,Manual,"91,401 Kms","4,18,000"
3294,Tata,1st Owner,New-Delhi,Altroz,XZ,Petrol,2020,Manual,"7,914 Kms","7,01,000"
3295,Hyundai,1st Owner,New-Delhi,i20 Active,1.4 S,Diesel,2015,Manual,"43,455 Kms","4,71,000"
3296,Nissan,2nd Owner,New-Delhi,Terrano,XV 110 PS,Diesel,2014,Manual,"85,542 Kms","4,31,500"
3297,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"107,164 Kms","4,66,000"
3298,Hyundai,1st Owner,New-Delhi,i10,Era 1.1,Petrol,2011,Manual,"54,190 Kms","1,83,000"
3314,Hyundai,1st Owner,Noida,i20,1.2 Spotz,Petrol,2018,Manual,"9,566 Kms","6,40,500"
3315,Maruti,1st Owner,Noida,Wagon R,VXI,Petrol,2017,Manual,"41,299 Kms","3,61,000"
3319,Hyundai,1st Owner,Noida,Grand i10,Sportz,Petrol,2015,Manual,"80,081 Kms","3,76,000"
3342,Hyundai,1st Owner,Noida,Grand i10,Magna,Petrol,2019,Manual,"6,928 Kms","5,24,000"
3343,Maruti,1st Owner,Noida,Alto K10,VXI,Petrol,2018,Manual,"13,215 Kms","3,63,000"
3350,Hyundai,2nd Owner,Noida,Grand i10,Magna,Petrol,2013,Manual,"48,727 Kms","3,34,000"
3353,Maruti,2nd Owner,Noida,Alto K10,LXI,Petrol,2012,Manual,"36,854 Kms","1,76,500"
3354,Honda,1st Owner,Noida,WR-V,i-VTEC S,Petrol,2019,Manual,"12,947 Kms","7,38,321"
3359,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3360,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3361,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3362,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi,Diesel,2019,Manual,"46,244 Kms","8,42,500"
3363,Maruti,1st Owner,New-Delhi,Ciaz,ZDi Plus SHVS,Diesel,2017,Manual,"60,573 Kms","6,61,000"
3364,Maruti,1st Owner,New-Delhi,Ciaz,1.4 Sigma,Petrol,2017,Manual,"26,793 Kms","6,80,000"
3365,Ford,2nd Owner,New-Delhi,Ecosport,1.5 Diesel Titanium Plus BSIV,Diesel,2018,Manual,"80,505 Kms","7,38,000"
3366,Renault,1st Owner,New-Delhi,Duster,110PS Diesel RxL AMT,Diesel,2016,Automatic,"72,273 Kms","6,38,500"
3367,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi AMT,Diesel,2019,Automatic,"49,697 Kms","8,47,000"
3368,Maruti,1st Owner,New-Delhi,Ciaz,VDi,Diesel,2015,Manual,"78,667 Kms","4,70,000"
3369,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"62,233 Kms","5,54,500"
3370,Maruti,1st Owner,New-Delhi,Baleno,1.2 Zeta,Petrol,2017,Manual,"42,924 Kms","5,44,500"
3371,Toyota,1st Owner,New-Delhi,Etios,VD,Diesel,2014,Manual,"57,513 Kms","4,38,500"
3372,Maruti,1st Owner,New-Delhi,Ciaz,VXi,Petrol,2016,Manual,"24,540 Kms","6,92,500"
3373,Ford,2nd Owner,New-Delhi,Ecosport,1.5 DV5 MT Titanium Optional,Diesel,2013,Manual,"91,401 Kms","4,18,000"
3374,Tata,1st Owner,New-Delhi,Altroz,XZ,Petrol,2020,Manual,"7,914 Kms","7,01,000"
3375,Hyundai,1st Owner,New-Delhi,i20 Active,1.4 S,Diesel,2015,Manual,"43,455 Kms","4,71,000"
3376,Nissan,2nd Owner,New-Delhi,Terrano,XV 110 PS,Diesel,2014,Manual,"85,542 Kms","4,31,500"
3377,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"107,164 Kms","4,66,000"
3378,Hyundai,1st Owner,New-Delhi,i10,Era 1.1,Petrol,2011,Manual,"54,190 Kms","1,83,000"
3394,Hyundai,1st Owner,Noida,i20,1.2 Spotz,Petrol,2018,Manual,"9,566 Kms","6,40,500"
3395,Maruti,1st Owner,Noida,Wagon R,VXI,Petrol,2017,Manual,"41,299 Kms","3,61,000"
3399,Hyundai,1st Owner,Noida,Grand i10,Sportz,Petrol,2015,Manual,"80,081 Kms","3,76,000"
3422,Hyundai,1st Owner,Noida,Grand i10,Magna,Petrol,2019,Manual,"6,928 Kms","5,24,000"
3423,Maruti,1st Owner,Noida,Alto K10,VXI,Petrol,2018,Manual,"13,215 Kms","3,63,000"
3430,Hyundai,2nd Owner,Noida,Grand i10,Magna,Petrol,2013,Manual,"48,727 Kms","3,34,000"
3433,Maruti,2nd Owner,Noida,Alto K10,LXI,Petrol,2012,Manual,"36,854 Kms","1,76,500"
3434,Honda,1st Owner,Noida,WR-V,i-VTEC S,Petrol,2019,Manual,"12,947 Kms","7,38,321"
3439,Hyundai,1st Owner,New-Delhi,Creta,1.4 E Plus,Diesel,2018,Manual,"17,013 Kms","9,17,500"
3440,Honda,1st Owner,New-Delhi,WR-V,i-DTEC S,Diesel,2018,Manual,"61,372 Kms","6,69,500"
3441,Toyota,1st Owner,New-Delhi,Etios,GD,Diesel,2012,Manual,"67,585 Kms","2,97,000"
3442,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi,Diesel,2019,Manual,"46,244 Kms","8,42,500"
3443,Maruti,1st Owner,New-Delhi,Ciaz,ZDi Plus SHVS,Diesel,2017,Manual,"60,573 Kms","6,61,000"
3444,Maruti,1st Owner,New-Delhi,Ciaz,1.4 Sigma,Petrol,2017,Manual,"26,793 Kms","6,80,000"
3445,Ford,2nd Owner,New-Delhi,Ecosport,1.5 Diesel Titanium Plus BSIV,Diesel,2018,Manual,"80,505 Kms","7,38,000"
3446,Renault,1st Owner,New-Delhi,Duster,110PS Diesel RxL AMT,Diesel,2016,Automatic,"72,273 Kms","6,38,500"
3447,Maruti,1st Owner,New-Delhi,Vitara Brezza,ZDi AMT,Diesel,2019,Automatic,"49,697 Kms","8,47,000"
3448,Maruti,1st Owner,New-Delhi,Ciaz,VDi,Diesel,2015,Manual,"78,667 Kms","4,70,000"
3449,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"62,233 Kms","5,54,500"
3450,Maruti,1st Owner,New-Delhi,Baleno,1.2 Zeta,Petrol,2017,Manual,"42,924 Kms","5,44,500"
3451,Toyota,1st Owner,New-Delhi,Etios,VD,Diesel,2014,Manual,"57,513 Kms","4,38,500"
3452,Maruti,1st Owner,New-Delhi,Ciaz,VXi,Petrol,2016,Manual,"24,540 Kms","6,92,500"
3453,Ford,2nd Owner,New-Delhi,Ecosport,1.5 DV5 MT Titanium Optional,Diesel,2013,Manual,"91,401 Kms","4,18,000"
3454,Tata,1st Owner,New-Delhi,Altroz,XZ,Petrol,2020,Manual,"7,914 Kms","7,01,000"
3455,Hyundai,1st Owner,New-Delhi,i20 Active,1.4 S,Diesel,2015,Manual,"43,455 Kms","4,71,000"
3456,Nissan,2nd Owner,New-Delhi,Terrano,XV 110 PS,Diesel,2014,Manual,"85,542 Kms","4,31,500"
3457,Maruti,1st Owner,New-Delhi,Ciaz,VDi Plus SHVS,Diesel,2016,Manual,"107,164 Kms","4,66,000"
3458,Hyundai,1st Owner,New-Delhi,i10,Era 1.1,Petrol,2011,Manual,"54,190 Kms","1,83,000"
3474,Hyundai,1st Owner,Noida,i20,1.2 Spotz,Petrol,2018,Manual,"9,566 Kms","6,40,500"
3475,Maruti,1st Owner,Noida,Wagon R,VXI,Petrol,2017,Manual,"41,299 Kms","3,61,000"
3479,Hyundai,1st Owner,Noida,Grand i10,Sportz,Petrol,2015,Manual,"80,081 Kms","3,76,000"
3502,Hyundai,1st Owner,Noida,Grand i10,Magna,Petrol,2019,Manual,"6,928 Kms","5,24,000"
3503,Maruti,1st Owner,Noida,Alto K10,VXI,Petrol,2018,Manual,"13,215 Kms","3,63,000"
3510,Hyundai,2nd Owner,Noida,Grand i10,Magna,Petrol,2013,Manual,"48,727 Kms","3,34,000"
3513,Maruti,2nd Owner,Noida,Alto K10,LXI,Petrol,2012,Manual,"36,854 Kms","1,76,500"
3514,Honda,1st Owner,Noida,WR-V,i-VTEC S,Petrol,2019,Manual,"12,947 Kms","7,38,321"
3523,Volkswagen,2nd Owner,Noida,Ameo,1.2 MPI Trendline,Petrol,2017,Manual,"41,665 Kms","3,81,500"
3524,Honda,1st Owner,Noida,City,V MT,Petrol,2019,Manual,"28,860 Kms","9,40,000"
3531,Honda,1st Owner,Noida,City,VX MT,Petrol,2014,Manual,"98,390 Kms","5,83,500"
3533,Hyundai,1st Owner,Noida,i20,Asta 1.4 CRDi,Diesel,2015,Manual,"117,327 Kms","4,94,500"
3540,Maruti,1st Owner,Noida,Wagon R,LXI,Petrol,2017,Manual,"19,905 Kms","3,38,500"
3541,Maruti,1st Owner,Noida,Swift,LXI Option,Petrol,2015,Manual,"35,019 Kms","4,08,000"
3551,Maruti,1st Owner,Noida,Celerio,VXI,Petrol,2014,Manual,"17,541 Kms","3,23,000"
3554,Maruti,1st Owner,Noida,Wagon R,AMT VXI,Petrol,2016,Automatic,"29,523 Kms","3,71,500"
3559,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2017,Manual,"90,516 Kms","3,26,500"
3560,Maruti,1st Owner,Pune,Vitara Brezza,ZDi,Diesel,2017,Manual,"60,710 Kms","8,37,500"
3561,Tata,1st Owner,Pune,Tiago,XT,Petrol,2016,Manual,"49,487 Kms","3,75,500"
3562,Honda,2nd Owner,Pune,Amaze,S i-VTEC,Petrol,2019,Manual,"10,510 Kms","6,03,000"
3563,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2016,Manual,"67,531 Kms","2,87,000"
3564,Hyundai,2nd Owner,Pune,Grand i10,AT Asta,Petrol,2015,Automatic,"62,193 Kms","4,72,500"
3565,Maruti,2nd Owner,Pune,Ertiga,VXI,Petrol,2015,Manual,"52,545 Kms","5,73,000"
3566,Volkswagen,1st Owner,Pune,Polo,1.2 MPI Highline,Petrol,2016,Manual,"47,994 Kms","4,81,500"
3567,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"24,296 Kms","5,78,000"
3568,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"4,521 Kms","5,91,500"
3569,Maruti,1st Owner,Pune,Alto 800,CNG LXI,CNG,2019,Manual,"10,581 Kms","3,81,000"
3570,Maruti,1st Owner,Pune,Ignis,Alpha,Petrol,2017,Manual,"13,483 Kms","5,59,500"
3571,Maruti,1st Owner,Pune,Baleno,1.2 Delta,Petrol,2016,Manual,"59,044 Kms","5,30,500"
3572,Maruti,2nd Owner,Pune,Baleno,1.2 CVT Alpha,Petrol,2018,Automatic,"24,229 Kms","8,01,500"
3576,Hyundai,1st Owner,Pune,i20,Petrol CVT Asta,Petrol,2018,Automatic,"17,908 Kms","7,65,500"
3577,Maruti,1st Owner,Pune,Ciaz,1.4 AT Alpha,Petrol,2017,Automatic,"25,877 Kms","8,43,500"
3579,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2017,Manual,"90,516 Kms","3,26,500"
3580,Maruti,1st Owner,Pune,Vitara Brezza,ZDi,Diesel,2017,Manual,"60,710 Kms","8,37,500"
3581,Tata,1st Owner,Pune,Tiago,XT,Petrol,2016,Manual,"49,487 Kms","3,75,500"
3582,Honda,2nd Owner,Pune,Amaze,S i-VTEC,Petrol,2019,Manual,"10,510 Kms","6,03,000"
3583,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2016,Manual,"67,531 Kms","2,87,000"
3584,Hyundai,2nd Owner,Pune,Grand i10,AT Asta,Petrol,2015,Automatic,"62,193 Kms","4,72,500"
3585,Maruti,2nd Owner,Pune,Ertiga,VXI,Petrol,2015,Manual,"52,545 Kms","5,73,000"
3586,Volkswagen,1st Owner,Pune,Polo,1.2 MPI Highline,Petrol,2016,Manual,"47,994 Kms","4,81,500"
3587,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"24,296 Kms","5,78,000"
3588,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"4,521 Kms","5,91,500"
3589,Maruti,1st Owner,Pune,Alto 800,CNG LXI,CNG,2019,Manual,"10,581 Kms","3,81,000"
3590,Maruti,1st Owner,Pune,Ignis,Alpha,Petrol,2017,Manual,"13,483 Kms","5,59,500"
3591,Maruti,1st Owner,Pune,Baleno,1.2 Delta,Petrol,2016,Manual,"59,044 Kms","5,30,500"
3592,Maruti,2nd Owner,Pune,Baleno,1.2 CVT Alpha,Petrol,2018,Automatic,"24,229 Kms","8,01,500"
3596,Hyundai,1st Owner,Pune,i20,Petrol CVT Asta,Petrol,2018,Automatic,"17,908 Kms","7,65,500"
3597,Maruti,1st Owner,Pune,Ciaz,1.4 AT Alpha,Petrol,2017,Automatic,"25,877 Kms","8,43,500"
3609,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2017,Manual,"90,516 Kms","3,26,500"
3610,Maruti,1st Owner,Pune,Vitara Brezza,ZDi,Diesel,2017,Manual,"60,710 Kms","8,37,500"
3611,Tata,1st Owner,Pune,Tiago,XT,Petrol,2016,Manual,"49,487 Kms","3,75,500"
3612,Honda,2nd Owner,Pune,Amaze,S i-VTEC,Petrol,2019,Manual,"10,510 Kms","6,03,000"
3613,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2016,Manual,"67,531 Kms","2,87,000"
3614,Hyundai,2nd Owner,Pune,Grand i10,AT Asta,Petrol,2015,Automatic,"62,193 Kms","4,72,500"
3615,Maruti,2nd Owner,Pune,Ertiga,VXI,Petrol,2015,Manual,"52,545 Kms","5,73,000"
3616,Volkswagen,1st Owner,Pune,Polo,1.2 MPI Highline,Petrol,2016,Manual,"47,994 Kms","4,81,500"
3617,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"24,296 Kms","5,78,000"
3618,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"4,521 Kms","5,91,500"
3619,Maruti,1st Owner,Pune,Alto 800,CNG LXI,CNG,2019,Manual,"10,581 Kms","3,81,000"
3620,Maruti,1st Owner,Pune,Ignis,Alpha,Petrol,2017,Manual,"13,483 Kms","5,59,500"
3621,Maruti,1st Owner,Pune,Baleno,1.2 Delta,Petrol,2016,Manual,"59,044 Kms","5,30,500"
3622,Maruti,2nd Owner,Pune,Baleno,1.2 CVT Alpha,Petrol,2018,Automatic,"24,229 Kms","8,01,500"
3626,Hyundai,1st Owner,Pune,i20,Petrol CVT Asta,Petrol,2018,Automatic,"17,908 Kms","7,65,500"
3627,Maruti,1st Owner,Pune,Ciaz,1.4 AT Alpha,Petrol,2017,Automatic,"25,877 Kms","8,43,500"
3658,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2017,Manual,"90,516 Kms","3,26,500"
3659,Maruti,1st Owner,Pune,Vitara Brezza,ZDi,Diesel,2017,Manual,"60,710 Kms","8,37,500"
3660,Tata,1st Owner,Pune,Tiago,XT,Petrol,2016,Manual,"49,487 Kms","3,75,500"
3661,Honda,2nd Owner,Pune,Amaze,S i-VTEC,Petrol,2019,Manual,"10,510 Kms","6,03,000"
3662,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2016,Manual,"67,531 Kms","2,87,000"
3663,Hyundai,2nd Owner,Pune,Grand i10,AT Asta,Petrol,2015,Automatic,"62,193 Kms","4,72,500"
3664,Maruti,2nd Owner,Pune,Ertiga,VXI,Petrol,2015,Manual,"52,545 Kms","5,73,000"
3665,Volkswagen,1st Owner,Pune,Polo,1.2 MPI Highline,Petrol,2016,Manual,"47,994 Kms","4,81,500"
3666,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"24,296 Kms","5,78,000"
3667,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"4,521 Kms","5,91,500"
3668,Maruti,1st Owner,Pune,Alto 800,CNG LXI,CNG,2019,Manual,"10,581 Kms","3,81,000"
3669,Maruti,1st Owner,Pune,Ignis,Alpha,Petrol,2017,Manual,"13,483 Kms","5,59,500"
3670,Maruti,1st Owner,Pune,Baleno,1.2 Delta,Petrol,2016,Manual,"59,044 Kms","5,30,500"
3671,Maruti,2nd Owner,Pune,Baleno,1.2 CVT Alpha,Petrol,2018,Automatic,"24,229 Kms","8,01,500"
3675,Hyundai,1st Owner,Pune,i20,Petrol CVT Asta,Petrol,2018,Automatic,"17,908 Kms","7,65,500"
3676,Maruti,1st Owner,Pune,Ciaz,1.4 AT Alpha,Petrol,2017,Automatic,"25,877 Kms","8,43,500"
3727,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2017,Manual,"90,516 Kms","3,26,500"
3728,Maruti,1st Owner,Pune,Vitara Brezza,ZDi,Diesel,2017,Manual,"60,710 Kms","8,37,500"
3729,Tata,1st Owner,Pune,Tiago,XT,Petrol,2016,Manual,"49,487 Kms","3,75,500"
3730,Honda,2nd Owner,Pune,Amaze,S i-VTEC,Petrol,2019,Manual,"10,510 Kms","6,03,000"
3731,Maruti,1st Owner,Pune,Alto 800,VXI,Petrol,2016,Manual,"67,531 Kms","2,87,000"
3732,Hyundai,2nd Owner,Pune,Grand i10,AT Asta,Petrol,2015,Automatic,"62,193 Kms","4,72,500"
3733,Maruti,2nd Owner,Pune,Ertiga,VXI,Petrol,2015,Manual,"52,545 Kms","5,73,000"
3734,Volkswagen,1st Owner,Pune,Polo,1.2 MPI Highline,Petrol,2016,Manual,"47,994 Kms","4,81,500"
3735,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"24,296 Kms","5,78,000"
3736,Hyundai,1st Owner,Pune,Santro,Sportz AMT BSIV,Petrol,2019,Automatic,"4,521 Kms","5,91,500"
3737,Maruti,1st Owner,Pune,Alto 800,CNG LXI,CNG,2019,Manual,"10,581 Kms","3,81,000"
3738,Maruti,1st Owner,Pune,Ignis,Alpha,Petrol,2017,Manual,"13,483 Kms","5,59,500"
3739,Maruti,1st Owner,Pune,Baleno,1.2 Delta,Petrol,2016,Manual,"59,044 Kms","5,30,500"
3740,Maruti,2nd Owner,Pune,Baleno,1.2 CVT Alpha,Petrol,2018,Automatic,"24,229 Kms","8,01,500"
3744,Hyundai,1st Owner,Pune,i20,Petrol CVT Asta,Petrol,2018,Automatic,"17,908 Kms","7,65,500"
3745,Maruti,1st Owner,Pune,Ciaz,1.4 AT Alpha,Petrol,2017,Automatic,"25,877 Kms","8,43,500"
